review_id,lodging_id,guest_id,date,review,rating,overall_sentiment,room_sentiment,guest_service_sentiment,cleaning_sentiment,breakfast_sentiment,sentiment_score,clean_review
28934,1076,26948,2017-10-10,"All round good resort just a couple of points that let it down i.e lack of sunbeds around pools for a 2 tower complex you need to have more then 15 beds around the main pool area.
We had 2 maids for our room one was good who we only got for 2 days the other was not did'nt replenish anything she was supposed to i.e bottled water for the room 2 per day she did the toiletries twice good job we had our own.
Rooms are a good size 2 doubles plus a room with small a kitchenette and sofa bed (we had a club room) 2 tvs with a good choice of channels.
Roof top pool with great views of the area free drinks and snacks up there to.
The free wifi is not the best always bumping you off.
A non smoking resort which is a big plus 🤗.
All round a good stay for 14 days, thanks",4,1,1,0,-1,0,0.9816,round good resort couple point let ie lack sunbed around pool 2 tower complex need 15 bed around main pool area 2 maid room one good get 2 day do not replenish anything suppose ie bottled water room 2 per day toiletry twice good job room good size 2 double plus room small kitchenette sofa bed club room 2 tv good choice channel roof top pool great view area free drink snack free wifi well always bump non smoking resort big plus hug face round good stay 14 day thank
28935,1076,26949,2021-02-14,"Calling this suite “luxury” should be illegal. This is a one star hotel masquerading as a three star. Handprint on bathroom door, ripped up chairs, and a single sheet with throw blanket for the bed.
Luxury defined to be sure.
You’re better off staying at a Motel 6. Do not stay here if there are other options.",1,-1,-1,-1,-1,0,0.1531,call suite luxury illegal one star hotel masquerade three star handprint bathroom door rip chair single sheet throw blanket bed luxury define sure you re well stay motel 6 stay option
28936,1076,26950,2016-06-15,"Pillows are the size of a throw pillow. Halls were not air conditioned and the heat index today is 104, we received drink tickets for the bar... with no bar tender, jets in hot tub don't work, staff overall isn't very friendly, no literature or suggestions of things to do or places to eat, TV was a foot to low to watch while in bed, remote was dead, pool closes at 8 but the pool side bar (with no bar tender) is open until 11?, Went to the ticket""specialist"" and she was pushing us or order a two day pass when we were only staying one day. She was very hard to understand as well. She must have know that because she wrote everything down so we could understand it but we couldn't read her hand writing either. House keeping came and took all of our used, hotel supplied soaps but didn't replace them. We have one night left...",2,-1,-1,-1,-1,0,-0.8991,pillow size throw pillow hall air condition heat index today 104 receive drink ticket bar bar tender jet hot tub do not work staff overall be not friendly literature suggestion thing place eat tv foot low watch bed remote dead pool close 8 pool side bar bar tender open 11 go ticketspecialist push we order two day pass stay one day hard understand well must know write everything could understand could not read hand write either house keeping come take use hotel supply soap do not replace one night leave
28937,1076,26951,2019-07-13,Views from room was lovely rooms so clean staff wasn’t to bad u had a few nice ones and then not to nice ones. Breakfast wasn’t great but what do u expect. The only problem was I’m a smoker and there wasn’t a seat or anything for the smokers outside the hotel,5,0,1,0,1,-1,0.3452,view room lovely room clean staff be not bad u nice one nice one breakfast be not great u expect problem I m smoker be not seat anything smoker outside hotel
28938,1076,26952,2019-05-19,"Night staff and CARA the manager on site were very disrespectful to my girlfriend and I. we reserved a king bedroom and had confirmation prior to our arrival. We checked in and went to our room on the twelfth floor and our keys did not work. When we went back to the lobby the associate said nothing but, ""You can't keep the card next to your phone."" No apology, nothing for the inconvenience. I went back up and tried again, alas, door does not open. Rinse, cycle, repeat a THIRD time after being told again its MY fault the door won't open, only for another associate to go,"" It may be the battery in the door."" Maitinence had to come and assist us in opening our door, but THEN we find out the room we have is two double beds vice the KING that we reserved. The manager, CARA, was eventually summoned from her back-room throne and with no apology, provided me a measly 10% discount as they never had a king room available to being with. I do not recommend CARA and her team at the Ramada Universal.",1,-1,-1,-1,0,0,-0.8793,night staff cara manager site disrespectful girlfriend reserve king bedroom confirmation prior arrival check go room twelfth floor key work go back lobby associate say nothing can not keep card next phone apology nothing inconvenience go back try alas door open rinse cycle repeat third time tell fault door will not open another associate go may battery door maitinence come assist us open door find room two double bed vice king reserve manager cara eventually summon backroom throne apology provide measly 10 discount never king room available recommend cara team ramada universal
28939,1076,26953,2019-03-29,"I reserved a king size room suite . I show up and my room has 2 small beds . I go to the desk after carding my luggage up to the 10th floor and told them I reserved for a king online and gave them the confirmation . They said they had no kings available. I asked to speak to management, convienantly mangement was unavailable. This place is disgusting and completely disorganized.",1,-1,-1,-1,-1,0,-0.796,reserve king size room suite show room 2 small bed go desk card luggage 10th floor tell reserve king online give confirmation say king available ask speak management convienantly mangement unavailable place disgust completely disorganized
28940,1076,26954,2019-02-21,"This hotel serves as a budget (by comparison to other hotels on International Drive: £58/night B&B via travelbag) crash pad whilst you’re visiting the theme parks.

The air conditioning was VERY noisy.  The rooms are tired and showing signs of decades of neglect.

There is a shuttle service to the parks, but certainly for a Universal Studios, Island of Adventure and Volcano Bay, I’d recommend Uber for convenience and flexibility.

Ramada REALLY need to wise up to its environmental responsibilities. Polystyrene and plastic disposable cups, crockery and utensils for the breakfast service in this day and age?! Shocking (as was the standard of the breakfast offering).

The draft beer at the bar was actually very good value compared to surrounding bars at $4.

There is a pleasant enough pool area over looking a lake stocked with carp. You might see turtles and herons too.

Expect to drive to find somewhere good to eat in the evenings.

If you’re from the UK, do not expect the same standard as Ramada deliver in the UK.",2,-1,-1,-1,-1,-1,0.9806,hotel serve budget comparison hotel international drive 58night bb via travelbag crash pad whilst you re visit theme park air condition noisy room tired show sign decade neglect shuttle service park certainly universal studio island adventure volcano bay i d recommend uber convenience flexibility ramada really need wise environmental responsibility polystyrene plastic disposable cup crockery utensil breakfast service day age shock standard breakfast offer draft beer bar actually good value compare surround bar 4 pleasant enough pool area look lake stock carp might see turtle heron expect drive find somewhere good eat evening you re uk expect standard ramada deliver uk
28941,1076,26955,2017-02-19,Front desk service was excellent. The location is towards the lower end of Internatioal Drive with lots of small stores and restaurants. Almost next door to several amusement rides and minature golf. The one bedroom suites are very spacious and clean. Lots of choice at the continental breakfast which was also included.,4,1,1,1,1,1,0.7884,front desk service excellent location towards low end internatioal drive lot small store restaurant almost next door several amusement ride minature golf one bedroom suit spacious clean lot choice continental breakfast also include
28942,1076,26956,2017-06-22,"The room was not what I anticipated. The floors were nasty especially. Dust on the lamps. Patches in the drywall. We ate Breakfast the first morning there at the restaurant. When we went to pay for our meal we used our card. They said they were having a problem with their credit card machine after swiping it twice. So we paid cash. Once we got to the park we thought to check the account and it had been processed. We notified the manager who said it hadn't gone through the system wait a few days, we left Orlando and it cleared. Through text message we were told we would receive a check that never came. This was handled totally unprofessionaly and I will NEVER recommend anyone stay here. Disappointing.",1,-1,-1,-1,-1,-1,-0.8406,room anticipate floor nasty especially dust lamp patch drywall eat breakfast first morning restaurant go pay meal use card say problem credit card machine swiping twice pay cash get park think check account process notify manager say have not go system wait day leave orlando clear text message tell would receive check never came handle totally unprofessionaly never recommend anyone stay disappointing
28943,1076,26957,2018-03-22,Nice comfortable room with a nice view of a lake. Hallways smell musty and our carpeting has what appear to be burn holes in it. Bed is a 6 on my personal comfort level so just so so but that is very subjective,4,-1,1,0,-1,0,0.6908,nice comfortable room nice view lake hallways smell musty carpeting appear burn hole bed 6 personal comfort level subjective
28944,1076,26958,2015-08-17,"I stay in Orlando 3 out of 4 weekends, and we love to check out new hotels.  For some reason I didn't read the reviews before booking this hotel (which were all spot on).  I guess I saw rooftop pool and liked the club level suite options.  The suite and club level floors were great, the hotel did give me check in at 12 like I asked, (though most hotels do).  Where they fall short is holding the Ramada name but it is a franchise that can do what they want.  Pool closes at 8:30.  I didn't realize how horrible that is until this hotel.  Spending the day in Orlando then wanting to come back and hit the pool and spa.  I have stayed in just about every hotel on I-drive and have never come across this.  Technically pools are only open dusk til dawn, who wants to really use the spa in the middle of the day.  They say they close the pool early because there are rooms behind it, however those rooms had no lights on at 9:30pm.  Probably out enjoying Orlando or trying to use the pool like us.  Why were out there talking with security, 4 more groups of people came out trying to use the pool.  Two more groups up to the front counter in bath suites asking why the gates were locked.  No one expected that.  The only reason I booked the suite was because of the Club Level and access to the roof top bar and pool.  It comes with free beer and wine from 12 to 8pm.  Which I thought great, after 8 we can just bring a couple drinks from the room and sit in the spa and watch the sunset.  Everything locks at 8pm, you can not access that area after 8!  What a joke and they do not tell you that at all.  Lobby bar is joke, breakfast is a joke, roof top is a joke, staff is a joke, business center is a joke, couldn't find the game room for the kids.  The things that made this place appealing are ripped from you way to early especially when its location is right in the middle of I-drive.  There is so much to walk to and then come back to everything that is closed and a rude staff behind the counter.  One elevator was broke with no sign, so everyone would pile in front of both, took 10 minutes to get to 9th floor, because of the line to fit in the 1 elevator.  It was not until I said something they put a sign up.  Don't think to say lets just use the stairs... Oddly setup and not all floors have handles to enter from stairwell.  Just all around a disappointment.  Hotel is not setup for the customer, it's setup to profit, lights in room do not turn on unless your room key is put in the slot, after the horrible service I just left the second key in the slot in the room, All amenities shut down way to early, they don't serve liquor at the bar so I assume they saved by only having the beer and wine license?  Its sad because this place could be a great spot right in the middle of I-drive if it was under better management.",2,-1,-1,-1,-1,-1,0.9949,stay orlando 3 4 weekend love check new hotel reason do not read review book hotel spot guess see rooftop pool like club level suite option suite club level floor great hotel give check 12 like ask though hotel fall short hold ramada name franchise want pool close 830 do not realize horrible hotel spending day orlando want come back hit pool spa stay every hotel idrive never come across technically pool open dusk til dawn want really use spa middle day say close pool early room behind however room light 930pm probably enjoy orlando try use pool like we talk security 4 group people came try use pool two group front counter bath suite ask gate lock one expect reason book suite club level access roof top bar pool come free beer wine 12 8 pm think great 8 bring couple drink room sit spa watch sunset everything lock 8 pm access area 8 joke tell lobby bar joke breakfast joke roof top joke staff joke business center joke could not find game room kid thing make place appeal rip way early especially location right middle idrive much walk come back everything close rude staff behind counter one elevator break sign everyone would pile front take 10 minute get 9th floor line fit 1 elevator say something put sign do not think say let use stair oddly setup floor handle enter stairwell around disappointment hotel setup customer setup profit light room turn unless room key put slot horrible service leave second key slot room amenity shut way early do not serve liquor bar assume save beer wine license sad place could great spot right middle idrive well management
28945,1076,26959,2021-06-16,The room was terrible.  It was dirty and the staff was rude.  The atmosphere was unsafe and the security guard provided no safety.  I changed rooms twice and both rooms were unclean.  I had to clean my rooms myself.,1,-1,-1,-1,-1,0,-0.5106,room terrible dirty staff rude atmosphere unsafe security guard provide safety change room twice room unclean clean room
28946,1076,26960,2018-06-24,"!!!!!BED BUGS!!!!!!! Our room had bed bugs the manager was EXTREMELY RUDE told me to leave the hotel! Because I pointed it out and the second room I had to change the sheets, blankets and pillows cases because they were dirty because they don’t change them no one apologized or anything this is NOT a 4 star hotel I urge you not to stay here!!!!!!!!!! If I could post the pictures on here I would to prove how nasty this hotel is!!!!!!!!! I tried to call the district managers number and I never received a call back!!!! All around nasty hotel! The outside looks good but the rooms are disgusting!!!!!!!! And so is the manager and staff!!!!!! I wouldn’t even give one!",1,-1,-1,-1,-1,0,-0.8482,bed bug room bed bug manager extremely rude tell leave hotel point second room change sheet blanket pillow case dirty do not change one apologize anything 4 star hotel urge stay could post picture would prove nasty hotel try call district manager number never receive call back around nasty hotel outside look good room disgusting manager staff would not even give one
28947,1076,26961,2018-04-04,"Rooms are substandard and disgusting. Paint chipping on all furniture, smells like a old folks home, burns in the carpet, dirty windows. I have a special needs child with asthma and i cant have him breathing in total filth and mold spores. I had to demand a refund due to false advertising. This is a 1 star hotel. Room looks like a motel. Please dont be fooled by the nice lobby during check in, this place is a rat hole.",1,-1,-1,0,-1,0,0.7418,room substandard disgusting paint chip furniture smell like old folk home burn carpet dirty window special need child asthma can not breathe total filth mold spore demand refund due false advertising 1 star hotel room look like motel please do not fool nice lobby check place rat hole
28948,1076,26962,2016-08-11,"This hotel should not be named Ramada Plaza Resort. The rooms are not even close to Ramada standards moreless the ridiculous price being charged for the rooms. I checked into this substandard motel and immediately attempted to check back out after going into the room I was given. I spoke to front desk and naturally were given the run around. After an hour of wasted time I was given another room that had the same conditions of the first. The rooms smelled wet, which were a sign of mole to me. The bed had insects crawling on it which I did not inspect to see the species. Front desk refused to return any monies that I had paid so frustrations grew. I eventually was given a suite upgrade that I SETTLED for but not satisfied at the end. Take your chances! Good luck!",2,-1,-1,-1,-1,0,0.1947,hotel name ramada plaza resort room even close ramada standard moreless ridiculous price charge room check substandard motel immediately attempt check back go room give speak front desk naturally give run around hour waste time give another room condition first room smell wet sign mole bed insect crawl inspect see specie front desk refuse return monie pay frustration grew eventually give suite upgrade settle satisfied end take chance good luck
28949,1076,26963,2020-03-06,"Paid for club level don't bother! The beer and wine is cheap. The hors d'oeuvres are nasty. The maid forgot something everyday. The bar was only open 3 out 7 days we were there. It was so cold on the club level no heaters, or barriers to block the wind. Only took the club level downstairs once and that was because of the rain.",1,-1,0,-1,-1,0,-0.7693,pay club level do not bother beer wine cheap hor doeuvre nasty maid forgot something everyday bar open 3 7 day cold club level heater barrier block wind take club level downstair rain
28950,1076,26964,2020-01-01,Am sorry but this hotel was not worth the stay breakfast was bad even then employees working there were complaining about the manger not going to Walmart and buying food since the food truck did not show up.  Front desk staff was super nice. Pictures online are nothing how rooms look and smell. The gym was very limited.  Am sorry i don't like to write bad review's but this stay at this hotel was not good. :(,1,-1,-1,1,-1,-1,-0.9155,sorry hotel worth stay breakfast bad even employee work complain manger go walmart buy food since food truck show front desk staff super nice picture online nothing room look smell gym limit sorry do not like write bad review stay hotel good
28951,1076,26965,2018-09-26,"HORRIBLE experience! On March 25th 2018, there were 19 CARS THAT WERE BROKEN INTO!.... All of our car windows we're smashed and other people's cars were broken into. The police weren't able to find the culprits because the hotel doesn't have an outdoor security guard nor cameras in the parking lots. We had to leave that same day and the hotel gave us the management contact info, ever since, we  have attempted to get in contact w/ Cary Amador and we keep getting told that she is not at work. We decided to contact Corporate and still have yet to hear back from them. DO NOT STAY HERE! It's not worth the risk!",1,-1,0,-1,0,0,-0.8101,horrible experience march 25th 2018 19 car break car window smash people car broken police be not able find culprit hotel do not outdoor security guard camera parking lot leave day hotel give we management contact info ever since attempt get contact w cary amador keep getting tell work decide contact corporate still yet hear back stay worth risk
28952,1076,26966,2018-08-28,I love this hotel.  Super close to universal.  Lots of restaurants nearby.  Excellent amenities.  And the view is great.  Only thing is the breakfast isn’t that varied.  But hey.  That’s not my biggest concern on vacation. Lol,5,1,1,1,1,-1,0.9127,love hotel super close universal lot restaurant nearby excellent amenity view great thing breakfast be not varied hey that s big concern vacation lol
28953,1076,26967,2020-01-05,"Horrible place to stay. Lisfts not working . Bedroom doors not working either. And even though people kept complaining , nobody gave a solution. We stayed for a week and it was a really bad experience.not a very good breakfast and no gym.
The swimming pool has sun no longer than 11.00 am.
Absolutely expensive for what you get.
Very good location but there are hundreds of hotel s arround.",1,-1,-1,-1,-1,-1,-0.3407,horrible place stay lisft work bedroom door work either even though people keep complain nobody give solution stay week really bad experiencenot good breakfast gym swimming pool sun long 1100 absolutely expensive get good location hundred hotel arround
28954,1076,26968,2016-05-02,"Will not return.... did not seem clean. Lobby looks great. Rooms not so much.. elevators weren't working right maitenence guy not friendly when I asked about ice machine because it wasn't working.... black crumbs or something on bed sheets.. no towels by pool only a dirty bin and your not allowed to remove linens from room. Rust all over bathroom.... a/c sounded like it was going to explode... loud 90 percent of night only would quiet down for 5 mins at a time. When I left the lady didn't bother asking how everything was just said here's your receipt. Definitely will never return. Only good thing was the cheap price of 99 dollars a night
WI'll stick with the Renaissance from now on.",2,-1,-1,-1,-1,0,-0.0335,return seem clean lobby look great room much elevator be not work right maitenence guy friendly ask ice machine be not work black crumb something bed sheet towel pool dirty bin allow remove linen room rust bathroom ac sound like go explode loud 90 percent night would quiet 5 min time leave lady do not bother ask everything say here receipt definitely never return good thing cheap price 99 dollar night stick renaissance
28955,1076,26969,2021-11-30,No mention of the $250 security deposit or the age restriction minimum of 25. They don't refund you for your reservation either according to other reviews. They also take 10+ days to give you your $250 security deposit back,1,-1,0,0,0,0,0.128,mention 250 security deposit age restriction minimum 25 do not refund reservation either accord review also take 10 day give 250 security deposit back
28956,1076,26970,2017-02-12,"The hotel room was somewhat dirty upon arrival. The free shuttle bus to the parks beats cab fare, but the bus was overly crowded with hardly any standing room as there were only two shuttles a day offered.",3,-1,-1,0,-1,0,0.0891,hotel room somewhat dirty upon arrival free shuttle bus park beat cab fare bus overly crowd hardly stand room two shuttle day offer
28957,1076,26971,2018-08-12,"The rooms we stayed were in the building that had the doors of the room facing towards the small theme park. It was fun for my family and I to look at the people from the sling shot fly in the air and scream, but I could see this being rather annoying for some people. The view from our window (11th floor) was great to look at Island of Adventure. The hotel was very close to Universal parks. They even offer a shuttle bus to the parks. Personally I'll take the bus but try to uber back because the shuttle going back to the hotel is at 7:30 and I like to stay till closing. Beds were clean and bathroom too. Only thing I hated was that the shower head in the bathroom was pretty low, yet again I am 6'3"" so take that how you will.",4,1,1,0,1,0,0.6486,room stay build door room face towards small theme park fun family look people sle shot fly air scream could see rather annoying people view window 11th floor great look island adventure hotel close universal park even offer shuttle bus park personally ill take bus try uber back shuttle go back hotel 730 like stay till closing bed clean bathroom thing hate shower head bathroom pretty low yet 63 take
28958,1076,26972,2020-12-17,"Nice size room, but cleaning could be a lot better. Room chairs were outdated, destroyed, and carpet looked like it needs replacing. Good price but needs a lot of upgrade and more thorough cleaning.",2,-1,0,0,-1,0,0.8201,nice size room cleaning could lot well room chair outdate destroy carpet look like need replace good price need lot upgrade thorough cleaning
28959,1076,26973,2021-06-28,"If I could put less than one star to rate this place I would, Do not stay here!! We arrived and there were no towels in our room, it took us until 11 pm to even get any and that was after calling and going to the desk like 5 times!! The beds were so hard!! Then we found ROACHES coming out of the cabinets!! Do not stay here!!",1,-1,-1,-1,-1,0,-0.1447,could put less one star rate place would stay arrive towel room take we 11 pm even get call go desk like 5 time bed hard find roach come cabinet stay
28960,1076,26974,2017-09-01,"Place was clean and nice front desk in the evening ABSOLUTELY Terrible and know nothing, not helpful at all! Waiting for a shuttle to pick us up for transportation to and from the parks was horrendous. I was expected to ask every shuttle/bus pick up to figure out which one was ours. Calling the front desk I was left on hold first time 5 minutes later called and left on hold for 7min. The front desk stated I needed to wait for the shuttle at 620pm. I have been waiting at the shuttle pick up since 530pm and now it's 630 I explained, expected me to call the shuttle service. YOU MUST STAY AT THIS HOTEL WITH YOUR OWn TRANSPORTATION!",2,-1,1,-1,1,0,-0.1797,place clean nice front desk evening absolutely terrible know nothing helpful waiting shuttle pick we transportation park horrendous expect ask every shuttlebus pick figure one call front desk leave hold first time 5 minute later call left hold 7min front desk state need wait shuttle 620pm wait shuttle pick since 530pm 630 explain expect call shuttle service must stay hotel transportation
28961,1076,26975,2018-08-20,"The hotel experience I got was not at all the reviews say. This was my first time staying at a hotel for my boyfriends Birthday. We were going to the theme parks. I asked questions like i should when I didnt know things, I had a certain amount hold on me when I first booked the hotel, when I got there I asked the gentleman Demetris was I paying the difference from that hold. He goes yea yea, ur paying the difference. Gives my amount, I pay right there and was happy didnt have to worry about anything else. Next day on my boyfriends birthday we came back from the store getting food before going to the park my room door was left open and I know it was closed before leaving. I see someone else's card in our room and I dicided to check my stuff. The cleaning lady had taken my soft jogger pants and robe from my room that was on the chair and put it with her purse. I went to her cart, grabbed it from her and told her why she didnt have info of us staying there, she could only apologize saying she didnt know. I told her to never come in there again and put the do not disturb sign. I told the same guy who checked me in about it and he said he would tell manager. He never did, then the next day I see 2 transactions from my account from the hotel that I didnt authorize. When I called a very nice young lady in the evening  shift and she helped me and explain the first was just a hold for damages but gets returned to me. The other one she couldnt find in system, when I got back I showed it to her and then she realized this Damitris guy didnt charge me my full amount for the hotel and had lied. I owe 98 dollars still and there was never a hold on my card from the beginning so he had lied to me. I had to speak to the manager about it and now there machine without again without my authorization took it out of my account when I could have paid it another way and left me dry. I had a horrible first time experience and all I got was apologies from it. This place doesn't explain everything to you and they steal from your account. Never will I come to this hotel again and I recommend trying another hotel on international drive. This one was just to sketchy and all they do is say sorry.",1,-1,-1,-1,-1,0,-0.839,hotel experience get review say first time stay hotel boyfriend birthday go theme park ask question like do not know thing certain amount hold first book hotel got ask gentleman demetris pay difference hold go yea yea ur pay difference give amount pay right happy do not worry anything else next day boyfriend birthday come back store get food go park room door leave open know close leave see someone else card room dicide check stuff cleaning lady take soft jogger pant robe room chair put purse go cart grab tell do not info we stay could apologize say do not know tell never come put disturb sign tell guy check say would tell manager never next day see 2 transaction account hotel do not authorize call nice young lady evening shift helped explain first hold damage gets return one could not find system got back show realize damitris guy do not charge full amount hotel lie owe 98 dollar still never hold card beginning lie speak manager machine without without authorization take account could pay another way leave dry horrible first time experience get apology place do not explain everything steal account never come hotel recommend try another hotel international drive one sketchy say sorry
28962,1076,26976,2018-03-03,This is the worst hotel to stay at. My fiancé got racially profiled by a worker and when speaking to the manager Cary she was no help. She didn’t say sorry nor had her employee say sorry to us for making us feel racially profiled. Then called the room and say her worker was shocked we felt that way then stood quiet. She also hung up on my fiancé when we say we gonna get a lawyer. Then when checking out they over charged us. Management is never there.... worst experience ever!!!! Beds are NOT COMFORTABLE..   I would give no stars,1,-1,-1,-1,0,0,-0.9355,bad hotel stay fiancé got racially profile worker speak manager cary help do not say sorry employee say sorry we make we feel racially profile call room say worker shock feel way stand quiet also hang fiancé say go to get lawyer checking charge us management never bad experience ever bed comfortable would give star
28963,1076,26977,2019-06-27,"I was denied the entrance because of my emotional support animal. I suffer of anxiety disorder, I have my psychiatrist letter and also ID card with the information printed. I feel I’ve been discriminated. For those that have a disability be aware of this hotel, plus the girls in the front desk were very rude since the very beginning. I’ve never being denied the entrance in any place due to my condition. Someone in corporate should be aware of this.",1,-1,0,-1,0,0,-0.9134,deny entrance emotional support animal suffer anxiety disorder psychiatrist letter also i d card information print feel I ve discriminate disability aware hotel plus girl front desk rude since begin I ve never deny entrance place due condition someone corporate aware
28964,1076,26978,2019-10-07,"Room was nice, location is convenient. However it's absolutely shocking that a hotel such as this one  would serve sit down breakfast in DISPOSABLE dishware. The plates are re-usable so why not make the cups bowls and cutlery re-usable as well? I find it extremely disappointing to see this given the current situation and I would urge you to address this issue.",2,-1,1,0,0,-1,-0.379,room nice location convenient however absolutely shocking hotel one would serve sit breakfast disposable dishware plate reusable make cup bowl cutlery reusable well find extremely disappointing see give current situation would urge address issue
28965,1076,26979,2017-09-25,The room was clean and bright. They only had one bus to and from Disney world and Universal studios. We were met by a very rude receptionist who informed us that she'd given our room to someone else,2,-1,1,-1,1,0,0.3197,room clean bright one bus disney world universal studio meet rude receptionist inform us shed give room someone else
28966,1076,26980,2019-02-19,We were in the older part of the hotel. I think they care a lot less about that part. Lol. And the breakfast was a circus. You had to wait 30 min to make a waffle. Because the hotel is so big and theres so many people. And the variety was not good otherwise. But it is close to universal.,3,-1,0,0,0,-1,0.3176,old part hotel think care lot less part lol breakfast circus wait 30 min make waffle hotel big there s many people variety good otherwise close universal
28967,1076,26981,2017-10-10,Really nice lobby. Not so nice room. The beds were wore out. There were parts of the metal frame sticking out from the bed that scratched my leg. The door to the room was warped and let hot air in from outside. Due to this the air conditioner could barely keep up. Just not a great experience overall.,2,-1,-1,0,-1,0,0.5057,really nice lobby nice room bed wear part metal frame stick bed scratch leg door room warp let hot air outside due air conditioner could barely keep great experience overall
28968,1076,26982,2020-03-09,"Awful experience. Show a gym and a rooftop pool but that’s only accessible if you have a suite.
Bar only open a few times a week and it only serves beer and wine. Cable is poor and the free breakfast is beyond underwhelming. The hallways have trash blowing thru them since it’s an open hallway.",1,-1,0,-1,-1,-1,-0.1779,awful experience show gym rooftop pool that s accessible suite bar open time week serve beer wine cable poor free breakfast beyond underwhelme hallway trash blowing thru since open hallway
28969,1076,26983,2019-10-26,If I could give 0 stars I would. Lovely hotel just a shame about the staff & the fact that they take money from your credit card without permission!!! When asked for a refund told it was done already which it wasn’t & then told it’s not my problem it’s yours!! Utter rip off & very illegal but they just don’t care. Will NEVER be staying there again & warning to anyone who does & uses their credit card.,1,-1,0,-1,0,0,-0.4233,could give 0 star would lovely hotel shame staff fact take money credit card without permission ask refund tell do already be not tell problem utter rip illegal do not care never stay warn anyone use credit card
28970,1076,26984,2019-09-16,"Get hotel in Orlando. Roomvwere nicely decorated.  Bed was comfortable. Whirlpool was great. Seriously, need to upgrade breakfast opinions. Loved the shuttle to main attractions. Will stay there again.",4,1,1,1,0,-1,0.946,get hotel orlando roomvwere nicely decorate bed comfortable whirlpool great seriously need upgrade breakfast opinion love shuttle main attraction stay
28971,1076,26985,2022-03-12,"Parking is a mess. Had a trailer talking 2 handicap spots
Nice room
Be careful about some door's locked that shouldn't be
Front staff good but slow about answering phone",4,-1,1,0,0,0,0.34,parking mess trailer talk 2 handicap spot nice room careful door lock should not front staff good slow answer phone
28972,1076,26986,2021-10-05,I wouldn't stay there again it's too hard to get to and I'd rather find a place that's alongside the highway so I can get it on and off car congestion to get to that place. It's been way over 10 days and they still haven't given my $250 back that they took as a security deposit so I surely hope that their bookkeeping would get straight there.,4,-1,0,-1,0,0,0.8508,would not stay hard get i d rather find place that s alongside highway get car congestion get place way 10 day still have not give 250 back take security deposit surely hope bookkeeping would get straight
28973,1076,26987,2017-08-31,"During October/November last year, I visited this place with my family during our trip to the USA. The location was perfect near Disney World, Universal Studios etc. but the hotel itself was anything but good (and disgusting).

Let's start with the bad but still managable stuff: The breakfast was cheap and not at all like what the picture on their website says, as they only served old fruits, cereal, waffles, dry bread, and some kind of donut pressed into a ball (?) When we also came to our hotelroom the first night it wasn't cleaned very well, as I found a couple of hair strands in the beds. Also, we didn't have a chance to try the pool, but it seemed quite dirty.

Now to the horrible and disgusting thing that happened: One night my mom went to the bathroom and when she flushed the toilet, it became clogged. Sure, I know it happens, but then the toilet water started to rise and guess what, something came up from the toilet. Namely poop. Yup, someone else's poop from the other rooms had come to our room and started to float in the rising water of our toilet! Then as you probably can imagine, the water spilled onto the floor along with the stranger's poop. Thankfully we called them and they got it fixed, but it was still horribly disgusting (and a funny story to tell afterwards).

But moral of the story: I wouldn't recommend this (budget) hotel. Try to find something else while you still can :)",1,-1,-1,-1,-1,-1,-0.9808,octobernovember last year visit place family trip usa location perfect near disney world universal studio etc hotel anything good disgusting let start bad still managable stuff breakfast cheap like picture website say serve old fruit cereal waffle dry bread kind donut press ball also come hotelroom first night be not clean well find couple hair strand bed also do not chance try pool seem quite dirty horrible disgusting thing happen one night mom go bathroom flush toilet become clog sure know happen toilet water start rise guess something come toilet namely poop yup someone else poop room come room start float rise water toilet probably imagine water spill onto floor along stranger poop thankfully call got fix still horribly disgusting funny story tell afterwards moral story would not recommend budget hotel try find something else still
28974,1076,26988,2021-07-26,"Absolutely ridiculous. Nothing on their website about their age policy. When you search Ramada age policy on google it says 18. Read the policy when booking, nothing about age. Come to find out they do have a minimum age at 25 which I think is a pretty ridiculous age. I’d understand 21 but 25? And no warning? And NO REFUNDS. So much for my universal trip. Surprised they haven’t been sued for this.",1,-1,0,0,0,0,-0.7931,absolutely ridiculous nothing website age policy search ramada age policy google say 18 read policy book nothing age come find minimum age 25 think pretty ridiculous age i d understand 21 25 warning refund much universal trip surprise have not sue
28975,1076,26989,2019-10-24,"Worst hotel I've been to. Elevators no working !! Queue up to go back to the room. Room keys not working!!!!!
Wifi not working properly. No gym.
Bad breakfast. People really angry!!!!
Hole in my blankets!
Cant be worse!
Trash next to pool!",1,-1,-1,-1,-1,-1,-0.9192,bad hotel I ve elevator work queue go back room room key work wifi work properly gym bad breakfast people really angry hole blanket can not bad trash next pool
28976,1076,26990,2021-11-06,"I wish I could give this location NO STARS!!!!
The lady at the front desk did not give me her name over the phone for the entire conversation and when I tried to get information about my reservation she proceeded to give me attitude! When she believed I had hung up she picked up the phone again thinking I was another customer and when I asked her the same question she started yelling at me.  I have now canceled my reservation. THIS IS UNACCEPTABLE! ALL I NEEDED WAS MY CONFIRMATION RESENT TO MY EMAIL THAT IS ON FILE!",1,-1,0,-1,0,0,-0.4939,wish could give location star lady front desk give name phone entire conversation try get information reservation proceed give attitude believe hung pick phone thinking another customer ask question start yell cancel reservation unacceptable need confirmation resent email file
